關鍵字,時間,網址,新聞標題,內容
covid-19,"
                                                            2020年07月23日 08:36                                                        ",https://www.ettoday.net/news/20200723/1767158.htm,更新／川普放話關更多中國駐美領事館！　前美駐中大使憂：可能引發台海衝突,"▲川普政府對中政治手段升級。（圖／路透）記者張靖榕／綜合外電報導中國駐休士頓領事館遭美國國務院限時72小時撤離，引起外界高度關注；總統川普周三（22日）指出，「永遠都有可能」關閉更多中國在美的領事館。美國前駐中大使羅德（Winston Lord）擔心，兩國激升的緊張關係，可能引發南海或台海衝突，並且認為中國領導人習近平要負大部分責任。路透社報導，美國近日對中動作頻頻，先前才因2中國駭客應受中國政府背後協助，鎖定2019新型冠狀病毒（COVID-19）的病毒及疫苗研究，竊取美、英等國智慧財產，而將2人逮捕，現在更對官方開鍘。川普在白宮記者會上針對此事簡短表示，當國務院下令關閉中國駐休士頓領事館以後，這個舉措之後會一直在他的選擇清單上，有可能會再關閉更多領事館。至於中國駐休士頓領事館在72小時限時令內，必須清空館內機密文件及人員，隨後傳出火警觸動消防警鈴，川普則回應，「我猜他們在燒文件，或是一些報告。」《美國之音》報導，羅德稱國務院採取的行動超乎他想像，認為像關閉中國領事館等類似事情不斷加升美中衝突，有可能最終會炸鍋，導致在南海或台海等區域發生軍事衝突。儘管如此，羅德仍認為雙方軍事衝突要發生並不容易，但讓美中關係一步步走向當前情況，該被指責的人應該是中國國家主席習近平。出稿0659更新0836 "
covid-19,"
                                                            2020年07月23日 06:33                                                        ",https://www.ettoday.net/news/20200723/1767154.htm,美中衝突快速惡化　國務卿蓬佩奧喊話印度：應減少對中國依賴,▲美國務卿蓬佩奧出訪西歐各國，一方面呼籲印度盡快減少對中國依賴。（圖／路透）文／中央社新德里22日綜合外電報導美國與中國的關係急速惡化之際，美國國務卿蓬佩奧今天敦促印度專注於國內供應鏈，在電信和醫療物資上減少仰賴中國。路透社報導，蓬佩奧（Mike Pompeo）在美國-印度商業協會（U.S.-India Business Council）舉行的網路峰會上表示，印度有機會讓「供應鏈遠離中國，減少在電信、醫療用品和其他領域上仰賴中國企業」。蓬佩奧還說，印度獲得全球許多國家的信任，包括美國在內。美國政府直截了當地把2019冠狀病毒疾病（COVID-19）疫情歸咎於中國，並指控華為公司等中國企業參與網路間諜活動、促成中國侵犯人權的行為。華為與北京政府都否認這類指控。中國制定並實施「港區國安法」，也引來美國抨擊。此外，美國已要求中國關閉位於休士頓的總領事館，指控中國從事間諜行動，全球兩大經濟體關係驟然惡化。印度與中國上月在喜馬拉雅山區爆發邊界衝突，導致20名印度軍人死亡後，兩國的關係也變得緊繃。蓬佩奧指控中方挑起印中之間的衝突，北京一樣矢口否認。 
covid-19,"
                                                            2020年07月23日 06:26                                                        ",https://www.ettoday.net/news/20200723/1767148.htm,蓬佩奧再控中國竊取歐美智慧財產：影響好幾十萬工作機會,▲美國國務卿蓬佩奧對中採取鷹派姿態。（圖／路透）文／中央社北京/華盛頓22日綜合外電報導美國下令中國駐休士頓總領事館關閉後，人在丹麥訪問的美國國務卿蓬佩奧（Mike Pompeo）今天再度指控中國竊取歐美智慧財產，影響「數十萬個工作機會」。路透社報導，蓬佩奧未詳談休士頓總領事館一事，而是提到司法部昨天起訴兩名中國人。他們被控參與長達10年的網路間諜行動，攻擊國防承包商、2019冠狀病毒疾病（COVID-19）研究人員，以及全球其他數以百計的受害者。蓬佩奧在記者會上表示：「如川普總統所說的，『夠了』，我們不會允許這種事繼續發生。」「紐約時報」（The New York Times）則引述美國國務院亞太事務助卿史達偉（David Stilwell）報導，中國軍方派遣學生到美國的大學，藉此推進本身的作戰優勢，而休士頓總領事館正是這類行動的中樞。史達偉說：「我們採取實際步驟來避免他們那麼做。」史達偉還說，中國駐休士頓總領事與另外兩名外交官，最近在休士頓機場被逮到有可疑行動。對於史達偉的說法，中國駐華府大使館未立即回應置評。 
covid-19,"
                                                            2020年07月23日 05:40                                                        ",https://www.ettoday.net/news/20200723/1767110.htm,美議員批中駐休士頓領館「大型間諜中心」　早該關掉：72小時內離開或逮捕,▲中國駐休士頓領事館夜間出現焚燒冒起的煙霧，警消到場卻被領事館人員擋在外頭。（圖／路透）文／中央社記者徐薇婷華盛頓22日專電美國下令中國駐休士頓總領事館關閉，引發北京強烈不滿。美國聯邦參議員盧比歐今天表示，該領事館非外交機構，而是中共在美國間諜及影響力工作網絡的中心點，早就該被關掉。中國外交部發言人汪文斌表示，美方21日突然要求中方72小時內關閉駐休士頓總領事館，批評這是「美對中採取前所未有的升級行動」。美國國務院解釋，中國長年在美國進行間諜及影響力工作，此舉是為了保護美國智慧財產權與人民個人資訊。共和黨籍參議員盧比歐（Marco Rubio）今天推文表示，中國駐休士頓總領事館是個「大型間諜中心」，是中共在美國間諜及影響力工作網絡的中心點，而非外交機構，早就該被強迫關閉。盧比歐說：「現在這棟大樓必須關閉，（中國）間諜72小時內也必須離開或是被逮捕。」共和黨籍參議員史考特（Rick Scott）也推文指出，關閉中國駐休士頓總領事館是保護美國國安正確的一步，中共竊取美國技術、智慧財產權及人民個人資訊，現在更試圖竊取或破壞美國2019冠狀病毒疾病（COVID-19，武漢肺炎）疫苗研究，美方「必須採取作為」。美方下令中國關閉領館數小時前，美國司法部才起訴兩名中國公民，理由是兩人對國防承包商、2019冠狀病毒疾病研究人員及全球其他公司發動駭客攻擊。共和黨籍參議員霍利（Josh Hawley）則質疑，中國官員在休士頓領事館關閉前燒毀文件，「是要隱藏什麼？」共和黨籍參議員布萊克本（Marsha Blackburn）表示，中國竊取美國智慧財產權，並在美國各地從事大規模間諜與影響力工作。她說：「在被要求關閉數小時後，中國駐休士頓總領事館昨晚大量燒毀文件，證實了上述這點。他們要隱藏什麼？」 
covid-19,"
                                                            2020年07月23日 02:10                                                        ",https://www.ettoday.net/news/20200723/1767110.htm,8/1開放外籍人士來台就醫！網怒「防疫漏洞」　小劉醫師：當我們吃飽太閒,"記者陳致平／台北報導中央流行疫情指揮中心22日公布，自8月1日開始將開放外籍人士有條件來台就醫，國際醫療病患可透過醫療機構檢具相關資料、文件提出申請。衛福部粉專也隨即公布此項訊息，然而底下的留言卻多是反彈的聲浪，其中不乏醫護人員的質疑，小劉醫師也在該篇貼文底下回覆，「標註防疫人員辛苦了，簡直是諷刺，台灣醫界真的很賤，衛福部當我們吃飽太閒」。指揮中心認為，國內疫情穩定，且醫療量能尚有餘裕，為延續「Taiwan can help, and Taiwan is helping!」的精神，將自8月起重啟國際醫療，開放非本國籍人士有條件來台就醫。有來台就醫需求的外籍人士，可申請其配偶或3親等內親屬2人陪同，必要時得增加1位居住國的醫事人員或其他照護者隨行根據醫療計畫書評估時間，最長就是待3個月。指揮中心也強調，許可入境來台就醫及其陪同者，需於登機前出示 COVID-19核酸檢驗陰性報告，並於航程期間全程配戴口罩；入境後進行14天居家檢疫，於檢疫期滿時配合採檢措施。許多民眾不認同這項措施，認為在國外疫情尚未穩定的情況下，開放外籍人士來台就醫會增加醫護人員的負擔，也會出現防疫漏洞，排擠台人就醫權利，徒增國人感染風險，憤慨地替醫護人員打抱不平，揚言要發動連署反制。▼網友留言反對開放外籍人士來台就醫。（圖／翻攝自衛福部臉書）有網友表示，「 嘴上說感謝醫護，實際上作為卻像是把醫護當衛生紙」、「衛福部不要再鬧了！不是說醫療量能不夠嗎」、「台灣的醫療資源水準超高，但是資源規模跟人力…實在應付不了外國病患來台就醫啊…」、「台灣醫護不是人嗎？讓他們在最前線賣命，都還沒讓他們休息就要再賣他們一遍？還賣給非本國人民」、「官員可以去醫院現場看看有多忙嗎？」、「政策不曾討論、不見協調」。此外，也有人質疑，衛福部先前應允要發放給醫護人員1-3月每日一萬元的防疫津貼，至今仍無下落，網友寫道，「全世界都在發該給的津貼給醫護人員，只有我們國家永遠是謝謝兩字就帶過」、「前線醫療人員的辛苦沒被看見，津貼也搖擺不定。台灣是健保政策，不是賤保好嗎」。▼外籍人士來台就醫申請流程圖。（圖／中央流行疫情指揮中心提供）  "
covid-19,"
                                                            2020年07月23日 01:51                                                        ",https://www.ettoday.net/news/20200723/1767131.htm,美國政府大撒幣19.5億美元　向輝瑞、BioNTech採購1億劑疫苗,▲美國政府將斥資19.5億美元，採購輝瑞與德國BioNTech合作研發的疫苗。（圖／路透）記者林彥臣／綜合報導美國政府將斥資19.5億美元（折合新台幣570億）採購輝瑞藥廠（Pfizer）和德國生技公司BioNTech合作研發的1億劑新冠肺炎（COVID-19）候選疫苗，這項合約也是美國政府同意用於疫苗的最大筆經費。根據《路透社》報導，這隻候選疫苗已經在小型的人體試驗中展現了希望，能夠產生抵抗病毒所需的中和抗體，在試驗中受試者必須施打2劑疫苗，這代表1億劑足以為五千萬美國人接種。美國衛生與公眾服務部（HHS）表示，如果研發成功，該疫苗將免費提供給所有美國人。▲1億劑的疫苗，可以提供給5000萬人接種。（示意圖／路透）輝瑞公司的發言人表示，除非他們的疫苗在大型臨床試驗中成功並能夠成功量產，否則輝瑞公司和BioNTech公司將不會從政府獲得任何款項。根據該合約內容，政府還將有選擇權另外採購5億劑。輝瑞表示，如果美國政府選擇訂購了其他劑量，將另行協商額外劑量的價格。該疫苗利用信使RNA指導細胞產生模仿新冠病毒表面的蛋白質，免疫系統將其視為外來入侵者並發動了攻擊，儘管這項技術已經存在多年，但至今還沒有經過批准使用的信使RNA（mRNA）疫苗。►爆紅三合一「小金管」才644元►票券換東森幣加碼1.5倍！輕鬆三步驟請點我 
covid-19,"
                                                            2020年07月23日 01:23                                                        ",https://www.ettoday.net/news/20200722/1766472.htm,快訊／加州新冠肺炎確診數40.9萬例　超車紐約州居「全美第一」,記者林彥臣／綜合報導美國約翰霍普金斯大學（Johns Hopkins University）統計數據顯示，加州新冠肺炎（COVID-19）確診病例超過40萬9000例，已經超越紐約州，居全美第一。▲加州新冠肺炎確診病例超越紐約州，居全美第一。（圖／路透）根據《美聯社》報導，加州確診病例數，比紐約州多了1200例左右。不過紐約州新冠肺炎死亡人數累積達到30252人，是加州的4倍，仍是全美死亡病例最多的一州。加州人口將近4000萬人，是美國人口最多的州，紐約州人口則為1950萬人，但是紐約州每10萬人有2100人感染，確診率約為加州的2倍。全美累積確診病例達400多萬人，累積死亡人數達14萬人，全球確診數突破1500萬人，累積死亡人數62萬人。►爆紅三合一「小金管」才644元►票券換東森幣加碼1.5倍！輕鬆三步驟請點我 
covid-19,"
                                                            2020年07月22日 23:13                                                        ",https://www.ettoday.net/news/20200722/1767054.htm,日批准地塞米松為新冠治療藥物　重症死亡率下降三分之一,"▲日本批准地塞米松為新冠肺炎治療藥物。（圖／路透）實習記者林宣佑／綜合外電報導英國一項臨床實驗證明，地塞米松（dexamethasone）可以降低新冠肺炎（COVID-19）患者的死亡率。繼瑞德西韋（remdesivir）在5月被批准後，日本厚生勞動省21日批准「地塞米松」，作為2019冠狀病毒疾病第2種治療選項。厚生勞動省這項修訂在今天獲日本媒體廣泛報導。修訂的手冊引用了牛津大學的一項研究中所包含的藥物，以及美國國立衛生研究院修訂的「治療新冠肺炎患者指南」。地塞米松是一種廉價且容易取得的藥物，被用來治療多種疾病，例如肺部疾病。令人慶幸的是，地塞米松涵括在醫療保險的補助範圍。牛津大學的一個研究小組，在6月份比較了大約2,100例使用該藥物治療10天的患者，和4,300例未使用這種藥物的患者的情況，稱該藥物使通氣患者的死亡減少了三分之一，而僅接受氧氣的患者減少了五分之一。英國研究人員上個月宣布，實驗結果顯示，地塞米松是第一個能拯救新型冠狀患者性命的藥物，科學家稱這是對抗新型冠狀病毒大流行的重大突破，但是不需要呼吸器支持的患者的死亡率「沒有改變」。衡量到牛津研究的結果，美國國立衛生研究院修訂了他的指南，建議通氣患者和需要氧氣注射的患者服用地塞米松。▼影片取自YouTube，如遭刪除請見諒。 "
covid-19,"
                                                            2020年07月22日 21:35                                                        ",https://www.ettoday.net/news/20200722/1767011.htm,突然關閉中國領事館　美國務院稱「北京從事間諜工作」,▲中國駐休士頓總領事館。（圖／達志影像／美聯社）文／中央社記者徐薇婷華盛頓22日專電美國下令中國駐休士頓總領事館關閉，引發外界臆測。對此，美國國務院今天表示，中國長年對美國官員、人民進行間諜與影響力工作，相關作為規模及範圍更在近幾年明顯增加。美中關係過去幾個月因疫情、香港及新聞自由等問題急速惡化，現在更來到新高點。中國外交部發言人汪文斌表示，美方21日突然要求中方關閉駐休士頓總領事館，批評這是「美對中採取前所未有的升級行動」。對此，美國國務院一名發言人今天以背景方式回覆中央社記者表示，中國長年對美國官員、人民進行大規模非法間諜與影響力工作，這些行動規模與範圍在過去幾年明顯增長。這名發言人指出，如同美國國務卿蓬佩奧（Mike  Pompeo）、美國聯邦調查局（FBI）局長瑞伊（Christopher Wray）及美國司法部長巴爾（William  Barr）曾公開所說，中國官員干涉美國本土政治、竊取美國智慧財產權，並脅迫企業領袖及威脅華裔美國人在中國的家人。傳出美方下令中國關閉領館數小時前，美國司法部 才起訴兩名中國公民，理由是兩人對國防承包商、2019 冠狀病毒疾病（COVID-19，俗稱新冠肺炎）研究人員及全球其他公司發動駭客攻擊。針對美國罕見要求中國關閉領館，美國國務院發言人歐塔加斯（Morgan Ortagus）表示，維也納公約（ Vienna Convention）要求各國外交官尊重當地法規，且有義務不干涉駐在國內部事務。歐塔加斯強調，美方不會容忍中國侵犯美國主權、 恫嚇美國人民，「就如同我們不會容忍中國不公平貿易作為、竊取美國人的工作與其他極其不當的行為，川普總統堅持美中關係要具有公平及互惠性」。      歐塔加斯說，美方之所以下令要求中國關閉駐休士頓總領事館，是為了保護美國智慧財產權與人民的個人資訊。►爆紅三合一「小金管」才644元►票券換東森幣加碼1.5倍！輕鬆三步驟請點我 
covid-19,2020年07月22日 19:39,https://www.ettoday.net/news/20200722/1766967.htm,「兒童界天后」佩佩豬世界首演獻台灣　導演隔離14天出關嗨喊：全台玩到爆！,記者蕭采薇／台北報導自新冠肺炎（COVID-19）疫情在全球肆虐以來，國際間已經久未有藝文交流活動。隨著台灣疫情趨緩，以及暑假到來，兒童界天后「Peppa Pig粉紅豬小妹」將帶著全新中文版舞台劇《粉紅豬小妹舞台劇-完美的下雨天》進行北中南三地巡演。團隊成員為了來台演出，也在入境後嚴守14天隔離期。《粉紅豬小妹舞台劇-完美的下雨天》舞台劇導演史都華馬歇爾（Stuart Marshall），22日與和主角佩佩、喬治玩偶一同現身訪台記者會。導演等國際團隊成員，按照規定來台先隔離14天，日前正式出關，並將於26日起全台巡迴演出。▲《粉紅豬小妹舞台劇-完美的下雨天》主角佩佩、喬治。（圖／實習記者方敬攝）能在疫情期間難得來到台灣，史都華馬歇爾表示，已經做好要在台灣好好旅遊的期待，透露有在旅遊網站好好做功課，「我有查怎麼在台北、台中和高雄一日遊，明天我就要去北投健行、做SPA和泡溫泉。」▲《粉紅豬小妹舞台劇-完美的下雨天》導演史都華。（圖／實習記者方敬攝）因為疫情關係，海外藝文活動幾乎停擺，也讓台灣成為「Peppa Pig粉紅豬小妹」新舞台劇的首演場次。史都華馬歇爾表示，絕對會讓大小朋友都能開心和台上一起互動唱跳，透過簡單的劇情、繽紛的色彩、輕快的節奏，打造出「兒童版莎士比亞劇和搖滾音樂會的結合」。  
covid-19,"
                                    2020-07-22 19:15                                ",https://www.ettoday.net/news/20200722/1766966.htm,ESG投資價值持續增溫！柏瑞投信洞悉報告：不看淡下半年「高收債行情」,記者楊絡懸／台北報導柏瑞投信2020年6月「洞悉ESG」報告出爐。在2020年下半年債市展望方面，投資等級債市的信用利差仍在歷史均值之上，無風險利率短期走揚機率偏低，有利信用利差收斂。此外，企業基本面受到政策支持，可望順利度過經濟衰退的難關。報告內容指出，在全球高度寬鬆的環境下，ESG企業債的發債狀況持續回溫，資金也出現明顯回流，而ESG企業債今年來不但已收復先前跌幅，上半年也呈現正報酬。以ESG企業債平均信用評級為投資等級，信用風險程度相對較低。柏瑞投信投資長黃軍儒表示，ESG債市在歐洲成長速度快，同時有官方全面性的支持，再加上配套避險工具的出台，未來發展可望進一步加速。此外，防疫債券的問世可望帶動歐非洲地區對ESG債市的重視，預期帶動ESG相關概念債市的蓬勃發展。在高收益債市方面，短期內受到疫情與油價的影響較大，信用利差與違約率都在相對高點，但市場已過度反應對於經濟衰退以及違約風險的疑慮，下半年行情並不看淡。至於新興市場目前疫情控制仍不如成熟國家，因此資金回流與利差收斂速度相對較慢，然著眼明年的經濟復甦動能較強，以及違約率相對偏低，利差收斂空間可期。▲柏瑞投信投資長黃軍儒。（圖／記者楊絡懸攝）後疫情時代，更加體現ESG的投資價值，市場需求持續加溫。柏瑞ESG量化債券基金經理人施宜君表示，ESG概念企業債發行金額於第二季持續成長，總計發行金額為373億美元，較第一季成長18.41%，今年上半年總發行金額為688億美元，其中，以與疫情相關的社會責任（Social）債券的季成長幅度最大，為22%。此外，2019年，社會責任債券占ESG概念債券的發行僅有9%，今年占比已提高至17.59%，預期在疫情的催化下，社會責任債券的發行量將於今年大幅成長；另一方面，ESG企業債指數7月中旬利差雖已收斂至146個基本點左右，仍在5年均值之上。預期在ESG投資趨勢的推動下，ESG企業債指數還有利差收斂的空間。在投組配置策略上，以成熟國家為主體，美國的比重最高，並相對偏好防禦型產業，以金融業占比最高。柏瑞投信提醒，未來要持續觀察全球疫情是否有二次爆發的情況，以及美國總統大選和地緣政治的情勢發展，並留意ESG企業債市仍有波動風險。新冠肺炎（COVID-19）疫情使更多人意識到自然環境與社會連結的重要性，「ESG」的核心概念即是「環境」（Environmental）、「社會」（Social）、「公司治理」（Governance），在投資過程中，也對企業的環境與社會責任納入考量，作為更長遠的永續發展條件。柏瑞投信認為，在投資ESG的道路上，能增強社會與公司的韌性。【延伸閱讀】►柏瑞投信首份「洞悉ESG」報告出爐！解析ESG債市　投資需求越來越高 
covid-19,"
                                    2020-07-22 19:12                                ",https://www.ettoday.net/news/20200722/1766936.htm,柏瑞投信首份「洞悉ESG」報告出爐！解析ESG債市　投資需求越來越高,記者楊絡懸／台北報導柏瑞投信2020年6月「洞悉ESG」報告指出，在全球高度寬鬆的環境下，ESG企業債的發債狀況持續回溫，資金也出現明顯回流，而ESG企業債今年來不但已收復先前跌幅，上半年也呈現正報酬。以ESG企業債平均信用評級為投資等級，信用風險程度相對較低。新冠肺炎（COVID-19）疫情似有捲土重來跡象，受惠於全球主要中央銀行持續寬鬆貨幣政策，以及美國聯準會（Fed）大規模救市措施，提振「ESG企業債指數」7月以來維持走升格局。柏瑞投信認為，全球中央銀行齊力降低融資成本維持市場平穩，激勵投資人信心帶來資金行情，在後疫情的低利時代下，市場對ESG的關注度持續提高，資金顯著流入ESG企業債券市場。預期在政策面和資金面的支撐下，可樂觀看待ESG債市中長期表現。柏瑞投信總經理董俊男表示，柏瑞今年1月發行台灣首檔全球ESG量化債券基金，受到國內投資人歡迎，募集期間就已達100億元，半年成長近170億元，績效不錯，也開啟了台灣「ESG投資」的新風潮，陸續有同業跟進ESG相關產品，成為投資新藍海。▲柏瑞投信產品發展及投資顧問部副總經理林炳魁。（圖／記者楊絡懸攝）柏瑞投信產品發展及投資顧問部副總經理林炳魁表示，由於ESG對國人而言屬新型態金融概念，投資需求愈來愈高，國內卻沒有一家基金公司專門追蹤ESG相關領域訊息與表現的公開資訊，因此，柏瑞投入研究資源，率先產製出「洞悉ESG」報告。林炳魁說，「洞悉ESG」藉由各項指標綜合研究，以及ESG焦點事件，並透過市場表現、總經、貨幣、財務體質、新債發行、資金面、評價面等觀察面向，為投資人解析ESG債市脈動，期能教育投資人，建全ESG投資意識。柏瑞投信投資長黃軍儒表示，ESG債市在歐洲成長速度快，同時有官方全面性的支持，再加上配套避險工具的出台，未來發展可望進一步加速。此外，防疫債券的問世可望帶動歐非洲地區對ESG債市的重視，預期帶動ESG相關概念債市的蓬勃發展。【延伸閱讀】►ESG投資價值持續增溫！柏瑞投信洞悉報告：不看淡下半年「高收債行情」
covid-19,"
                                                            2020年07月22日 18:15                                                        ",https://www.ettoday.net/news/20200722/1766714.htm,香港美心員工染新冠肺炎　食藥署：2244盒月餅全數退運銷毀,▲香港美心月餅。（圖／翻攝自Facebook／香港美心食品-台灣粉絲團 HKMX Products Taiwan）文／中央社記者張茗喧香港美心月餅工廠有員工確診新冠肺炎，美心集團宣布月餅產品全面銷毀。食藥署證實今天共接獲3批美心月餅報驗申請，所幸尚未核准進口，2244盒將全面退運銷毀，不會進入台灣。新冠肺炎（新型冠狀病病毒，COVID-19）延燒全球，香港疫情捲土重來，且多數和本土病例有關，疫情有升溫趨勢，近期更傳出香港食品大廠美心集團旗下月餅廠員工染疫，美心集團立即宣布全廠停產消毒，相關月餅產品及原料以銷毀處理。衛生福利部食品藥物管理署食品組副組長鄭維智今天下午接受中央社記者電訪時表示，今年1月截至昨天為止，食藥署都未接獲美心月餅報驗申請，直到今天才首次接到報驗申請。鄭維智說，今天共接獲3批美心月餅報驗申請，總重量高達1345公斤、共2244盒，由於食藥署還未核准進口，產品仍在海關倉庫，並未進入市場，將要求業者退運銷毀。每到中秋節，美心月餅總在網路上掀起代購熱潮，外界也擔心違規月餅產品隨包裹寄到台灣，被民眾吃下肚。鄭維智指出，根據「食品安全衛生管理法」規定， 在台販售的進口食品都須經查驗登記，違者將依法開罰新台幣3萬至300萬元，呼籲民眾勿以身試法。 
covid-19,"
                                                            2020年07月22日 18:06                                                        ",https://www.ettoday.net/news/20200722/1766836.htm,5天找到420具屍！街上、民宅橫躺遺體...「世界屋頂」新冠大爆發,實習記者王詩晴／綜合報導新冠肺炎（COVID-19）近來在南美洲大爆發，有著「世界的屋頂」、「高原巫術國」之稱的南美洲魔幻古國玻利維亞，也是這波疫情震央之一。當地官員表示，一個特別警察小組在過去5天內，於玻利維亞的2個城市發現420具屍體，而其中有高達80％至90％的死者疑似死於新冠肺炎。據外媒《ABC News》報導，特種作戰部隊指揮伊凡·羅哈斯（Ivan Rojas）表示，他和他的官員們在首都拉巴斯（La Paz）和全國最大城市聖克魯斯（Santa Cruz）的街道、車上及房屋中都發現了屍體，5天來共載運了將近420具。▲玻利維亞新冠疫情已累積60991例確診，2218人死亡。（圖／達志影像／美聯社）玻利維亞法醫研究院（Bolivia's Institute of Forensic Investigations）表示，自4月1日至7月19日，全國共發現了3016具屍體，死因疑似新冠肺炎。該機構負責人安德烈斯·弗洛雷斯（AndrésFlores）說到，聖克魯斯成的死亡人數最高，其次是科恰班巴（Cochabamba）。據玻國官方統計，截至21日已有60991人確診新冠肺炎，而確診死亡人數也高達2218人。玻利維亞有著全球最高海拔首都拉巴斯，加上有女巫市場以及世界最大鹽湖「天空之鏡」烏尤尼鹽沼（Salar de Uyuni）等奇特文化與美景，多年來被觀光客視為嚮往之地。 
covid-19,"
                                                            2020年07月22日 18:04                                                        ",https://www.ettoday.net/news/20200722/1766836.htm,盼「疫情危機化轉機」！2020雙城「衛生分論壇」　聚焦城市防疫交流,▲衛生醫療分論壇召集人張峰義教授。（圖／記者湯興漢攝）記者袁茵／台北報導全球受新冠肺炎疫情衝擊，對於台北市、上海市而言，如何進行防疫工作確保市民健康成重要議題。台北市衛生局長黃世傑與上海市衛生健康委員會主任鄔驚雷，帶領兩市具新型冠狀病毒疫情防治經驗的專家學者及政府代表，首次以視訊方式於22日共同舉辦「衛生醫療分論壇」，互相分享城市防疫政策與經驗。自2015年起，配合台北市柯市長「民間先行，政府支持」創新理念，增加分論壇型態，迄今分別共同辦理「社區醫療」、「醫療衛生」、「社區衛生」、「大健康產業交流」、「醫學科技發展」及今年度的「衛生醫療」，合計6場分論壇。2個城市迄今透過分論壇交流，實地瞭解彼此推動衛生醫療工作實務經驗。▲台北市政府衛生局歐佳齡。（圖／記者湯興漢攝）論壇首先由台北市分論壇召集人張峰義進行引言，並演講「從台北看全球新冠肺炎對公衛醫療之挑戰」，揭開分論壇序幕。接著進行專題演講，由台北市政府衛生局專門委員歐佳齡演講「台北市COVID-19疫情防治與挑戰」，再由上海市衛生健康委員會副主任秦淨演講「上海市新冠肺炎疫情防治與挑戰」，雙方相互分享城市防疫作為。下午則進行3場主題演講，針對「COVID-19之疫情調查及接觸者追蹤」、「醫療體系因應COVID-19之整備」及「COVID-19集中隔離檢疫政策」3類專業議題，由上海方及台北方的醫院院長及政府代表，進行實務交流演講。第1場主題演講，由台北市政府衛生局科長余燦華演講「COVID-19之疫情調查及接觸者追蹤」，再由上海市疾病預防控制中心副主任孫曉冬，演講「上海市新冠肺炎防控之流行病學調查」，針對疫情及流行病學調查實務工作，詳盡分享與探討。第2場主題演講，由台北市立聯合醫院和平婦幼院區院長黃弘孟，演講「COVID-19疫情之醫院應變及感控作為」，接著由上海市浦東醫院院長余波，演講「構建平戰結合，快速響應的傳染病救治長效工作機制」，探討醫療院所針對傳染疾病的感染控制及整備部署。第3場主題演講，由台北市立聯合醫院黃遵誠副總院長演講「COVID-19之集中檢疫」，再由上海市衛生健康委員會楊超處長，演講「嚴格隔離觀察 真情守護健康 織牢上海疫情防控底線」，雙方針對檢疫業務，進行專業詳盡的交流。最後雙方針對今日的演講內容進行綜合討論，現場與會疫情感控專家於會中充分交流及熱烈討論，雙方希望把此次疫情危機化作轉機，未來繼續務實地交流，共同增進兩市人民健康福祉。► 所有2020雙城論壇相關新聞►振興一下我們的美麗▼台北上海雙城論壇衛生醫療分論壇，台北市長柯文哲蒞臨致詞。（圖／記者湯興漢攝）  
covid-19,"
                                                            2020年07月22日 15:09                                                        ",https://www.ettoday.net/news/20200722/1766631.htm,全球飆破1500萬人染新冠肺炎！過去8日激增200萬例　美洲染疫死亡現況慘,▲全球新冠肺炎（COVID-19）病例數仍在增加當中。圖為澳洲醫療人員。（圖／路透）記者詹雅婷／編譯根據路透社統計，截至22日，全球感染新冠肺炎（COVID-19）人數現已超過1500萬人，確診數來到1500萬9213例；相較於世界衛生組織資料，此一數字是每年患有嚴重流感人數的至少3倍以上。分析指出，如今疫情感染現況並未出現好轉跡象，各國政府的防疫應對仍存在分歧。在全球確診新冠肺炎1500萬9213例個案當中，以美國、巴西、印度、俄羅斯、南非最為慘重，過去7個月以來，全球感染新冠肺炎病逝的人數來到61.6萬，進逼每年流感死亡人數上限。根據路透取得的資料，美洲的疫情擴散速度最快，擁有全世界有超過半數以上的死亡數及確診數。翻開數據，全球歷經15周的時間找出200萬個確診案例，但相較於7月統計，全球染疫人數自1300萬人增至1500萬人只花費8天的時間。衛生專家認為，官方數據近乎認定感染數及死亡數被低估，尤其是那些檢驗能力有限的國家。在部分國家進入首波疫情高峰之際，有些國家因確診數再次上升重新引入嚴格的社交距離政策，另一些國家則是逐步放寬防疫限制。如今美國身為疫情最慘重的國家，總統川普的態度在21日出現大轉彎，鼓勵美國人戴上口罩；來到巴西，面對境內超過215萬人確診、8.1萬人死亡的現況，儘管總統波索納洛（Jair Bolsonaro）淡化疫情嚴重性，但染疫狀況已經讓當地成為潛在疫苗主要試驗場。至於印度，當地官方22日通報近4萬例確診，在各地可望重新開放經濟的狀態之下，現正面臨抗疫、應對東北部大規模洪災的兩大挑戰。▼印度感染新冠肺炎的人數現已突破百萬人，成為全球第3嚴重的國家。（圖／路透）  
